y;x
42.04;-7.37
41.42;-2.94
42.1;-6.04
-24.98889;131.89232
-17.06857;133.45122
-12.64858;133.40119
-11.7679;130.0276
-12.294;132.9305
-12.936;132.5872
-36.53;147.37
-13.12;132.67361
-21.00747;134.33765
-20.11523;134.50123
-11.4974;130.5236
-15.75299;135.38394
69.55003;24.93507
61.05847;11.8291
62.72115;11.77559
46.00428;2.67695
43.79046;6.41717
47.62309;3.73227
48.78166;7.97067
47.05368;0.29894
48.92827;6.34467
45.89702;4.99924
48.97337;3.61468
49.13837;4.98714
43.35533;5.89782
44.65394;2.81081
43.91469;0.94565
49.28368;6.50524
46.71971;4.11288
47.89537;2.93309
44.89673;5.47049
43.66402;3.06197
45.90805;4.2255
47.74359;-0.80449
49.33126;3.89404
43.48393;3.18534
46.54456;3.32626
45.91467;3.06451
45.3569;4.97984
48.88453;3.34091
48.50162;5.36927
47.91895;-0.95111
49.31576;5.13152
47.5349;3.3323
46.26672;1.63661
45.17687;1.02654
42.76064;2.0848
46.8069;4.37697
43.88419;-0.29824
47.31365;-0.11152
47.40708;5.98425
43.98476;5.92984
47.48613;6.38737
48.57609;-0.05083
47.04377;6.09596
44.57347;-1.22119
45.73149;3.83581
50.8717;20.5717
32.96055;35.72294
-31.9;115.8
-28.26616;153.24027
-31.59869;149.00299
-36.36886;148.67212
48.24529;-114.29582
55.35;-133.6
63.69111;-146.30417
55.06667;-131.01667
65.5;-145.5
56.1;-132.35
63.83972;-147.96861
62.83333;-142.16667
67.5;-163
55.74204;-101.31688
59.0497;-99.9997
62.6;-112.13333
63.86667;-121.88333
-35.78882;148.64221
-35.72034;149.86606
-30.10989;152.97186
-31.88615;152.23637
-36.47626;149.94788
-35.09934;150.68572
-36.34188;149.51949
41.17;-2.5
-33.72386;150.47138
-31.45472;152.14962
46.285;16.037
41.24;-2.82
42.12;-7
43.22;-8.57
42.57;-5.25
42.28;-6.27
42.67;-4.65
42.68;-8.45
-24.48188;135.53459
-24.09854;137.35123
-23.69856;134.80526
-16.09859;130.41791
-13.36525;132.46787
-12.36526;131.38454
-12.70738;131.71877
-17.3312;133.0277
-14.06858;132.06121
-29.30912;152.18139
-34.49202;150.90714
-30.96984;150.64313
-33.94391;148.88933
-34.20934;147.0545
-32.87847;150.03052
-29.68107;141.88213
-31.73075;149.64188
-32.00476;152.00343
58.44738;8.20955
52.7631;23.8802
61.46247;10.56303
61.30415;12.61387
65.59225;13.58156
61.77116;10.72841
62.19419;10.98703
58.88276;8.03376
62.51795;10.46494
61.7;9.79352
49.69404;2.93074
44.45684;4.94833
43.66495;-1.4025
48.7447;6.46903
47.08298;3.72494
45.72489;1.52138
42.98155;-0.36948
43.68388;6.90731
47.80446;2.53243
47.99951;7.22565
45.10121;2.17361
49.58011;0.58098
46.04682;-0.29864
48.48406;-4.24986
48.16519;3.20176
44.71676;5.46259
48.95113;5.38975
44.78353;-0.35103
43.6747;7.15495
46.62521;4.50309
48.96637;4.43413
47.79533;1.46386
49.23246;4.71612
46.54485;2.80425
47.77934;0.52931
47.07982;1.87969
45.61071;5.75908
43.25856;6.1393
-33.06667;115.73333
-31.82972;151.09771
55.26667;-85.2
49.58333;-90.96667
-29.44768;152.57108
-33.42411;151.42523
-29.00064;142.60793
-36.58361;149.59438
68.33333;-151.05
56.63333;-133.25
62.65;-147.38333
55.3;-133.3
62.9528;-155.6018
68.12692;-145.53767
56.94938;-158.6194
65.5125;-148.57778
60.83333;-145
62.11667;-115.7
41.39;-5.33
41.78;-3.66
43.03;-7.71
41.41;-3.9
41.59;-4.14
41.66;-5.7
-11.15859;132.1412
-29.2189;153.02829
-15.29787;134.13519
-15.5895;136.59179
-24.36521;136.60124
64.6726;-143.6361
64.6;-148.61667
56.35417;-133.62083
55.21667;-131.26667
64.02528;-146.84444
65.75;-147
-35.44436;150.38728
63.38333;-119.13333
65.1;-116.16667
64;-118
61.75209;9.29922
62.12828;8.72965
68.70049;22.93636
62.59163;10.66878
61.62262;11.60307
69.63041;29.65533
-35.19309;150.13787
-23.8289;128.6026
-13.63861;131.82028
-13.10767;132.92885
-23.90838;133.44784
33.4414;-108.2709
-31.4597;138.64042
47.19522;-1.03018
47.26212;3.8596
49.42428;2.79331
47.13373;-0.10113
46.87057;5.82329
47.34535;4.52326
44.47103;2.18282
46.9748;5.1707
49.69167;3.76181
42.76411;2.69492
47.44533;2.93365
48.34529;3.06748
47.57985;-0.26017
43.8049;5.92062
45.01335;2.55573
44.73619;1.67369
44.83328;2.55715
45.63647;4.34787
47.35011;-1.70514
48.48265;6.18082
49.86329;1.40168
42.84359;1.47242
47.962;5.34515
42.91789;0.61372
44.83011;3.94893
43.99698;5.43149
47.4781;-0.65269
43.93313;2.56413
48.34437;3.47237
43.60671;6.53016
45.43379;5.62233
-33.00678;141.584
-30.98963;150.97882
-31.52754;152.83196
56.268;-158.85
51.81667;-121.46667
-29.48492;153.09417
42.04;-2.09
42.92;-6.61
42.49;-8.21
41.75;-6.53
-20.53788;130.58131
-29.35194;136.7725
-19.2486;129.15127
45.133;23.0233
44.59;22.257
-22.94105;134.87165
-14.9478;129.6942
46.09477;3.06472
47.17436;2.5379
46.08946;4.10012
48.34099;4.01218
48.37276;6.85002
43.74113;1.32432
42.83552;0.98379
50.31831;1.94828
48.56096;-0.59251
43.53838;5.78331
45.19415;3.19102
48.16442;3.47076
48.00213;-4.7225
48.59663;0.89777
45.63794;1.78047
47.75128;-2.81069
46.90427;3.4598
42.73813;0.62109
47.46948;-0.91791
47.73461;7.07102
45.23331;-0.37806
48.24135;1.18141
49.78152;2.23685
45.98468;0.86836
44.89948;0.65613
49.38116;6.23627
46.09329;2.41756
46.63356;3.58823
48.48959;5.91037
48.58273;0.22012
46.46158;-1.3674
47.25353;1.34709
48.319;5.49601
47.08508;2.80228
48.17931;-3.26268
60.16218;11.90305
61.29495;12.05437
48.556;10.1905
48.7725;11.0537
48.933;11.833
33.31184;35.80018
31.27689;34.49014
-29.75831;153.13451
-37.27241;149.41069
-28.65338;150.41773
62.08333;-116.58333
62.7;-112.75
62.46899;-114.44281
-29.15054;141.61816
-31.07904;152.99271
63.8;-143.88333
63.76667;-144.58333
64.11861;-148.24056
64.95;-147.2
63.5;-143.41667
63.329;-147.254
63.1369;-142.5183
64.76667;-151.18333
62.06183;-148.03918
61.74847;-150.89853
-16.81848;130.18043
-16.7423;130.3568
-34.16229;142.67744
-28.55728;153.13717
-32.76386;150.37058
-33.29847;150.31081
49.68333;-92.5
41.42302;-7.72143
46.56116;-1.11393
48.88406;2.52274
47.61353;1.33595
44.30852;-1.07592
44.03885;-1.0566
47.80309;3.73475
45.33069;-0.12844
49.15319;3.61682
47.96704;0.92274
47.98109;4.00531
44.16792;0.18585
45.62696;1.01051
47.94322;6.14846
44.5058;6.58638
48.74857;-0.33315
46.25932;4.8826
48.23922;-3.81044
48.34299;3.74228
47.79152;1.19679
48.66321;-4.27476
44.65265;2.43244
44.02185;2.314
42.11;-5.6
41.96;-2.82
47.18797;9.60403
53.74867;21.48972
45.839;15.8707
-25.1796;129.80832
-21.5986;129.13462
-12.72659;131.08221
-12.56248;131.30204
-11.91467;135.14667
-16.27248;130.94911
-25.98152;133.02405
-37.33;147.07
46;25
59.12232;7.89154
69.39255;24.47759
63.38046;11.33618
58.30139;7.0839
60.03742;12.08278
60.4479;8.88186
